Species Code	Accession Number	PCO1	PCO2	PCO3	PCO4	PCO5
ADG	2745ADG_2	0.28547532	-0.01132465	-0.02302789	0.02814311	0.00207001
CHC	275138CHC*	-0.18042138	-0.16869948	0.00992806	-0.10771472	-0.02040801
PTT	275200PTT	-0.11313434	-0.01153302	0.3514293	0.18985859	-0.02056186
CLR	275202CLR	-0.10392525	-0.05980707	0.35890712	0.17666782	0.01483641
VER	275256VER*	-0.33247631	-0.13929396	-0.16051743	0.07083733	0.19644232
MTP	275272MTP*	0.21059961	-0.04093183	0.10323542	0.00868718	0.05244039
PAM	275275PAM*	0.12486324	-0.04943714	0.12157518	-0.0525174	0.01028829
ADG	2759ADG	0.28844021	-0.00415569	-0.10826742	-0.00375649	-0.02315068
ADG	2779ADG	0.23274376	-0.01687994	-0.09981314	-0.02393874	-0.02954477
ADG	2786ADG_1	0.39551271	0.01098742	-0.07808009	0.02792927	0.0267723
ADG	2786ADG_2	0.40631845	0.02625769	-0.07747477	0.0185068	-0.03850177
DMS	27DMS	-0.30979508	0.34112915	-0.11847829	-0.07660859	0.06286634
DMS	27DMS_1	-0.26668069	0.41336718	-0.12718739	-0.11855574	0.13620313
DMS	27DMS_10	-0.27313981	0.41148329	-0.12769676	-0.11038702	0.13287137
DMS	27DMS_11	-0.26166244	0.40804493	-0.13689483	-0.1035702	0.13865819
DMS	27DMS_12	-0.26414204	0.40708872	-0.13195996	-0.10877456	0.13721435
DMS	27DMS_13	-0.27451423	0.40979912	-0.13275022	-0.11350655	0.13691111
DMS	27DMS_14	-0.27193579	0.41051723	-0.12981289	-0.1193505	0.13763253
DMS	27DMS_15	-0.27727209	0.11366734	-0.15029706	0.35339027	-0.11288859
DMS	27DMS_16	-0.27162669	0.41038855	-0.13418175	-0.10528158	0.14068621
DMS	27DMS_17	-0.27159742	0.41008842	-0.13379642	-0.10450093	0.13947222
DMS	27DMS_18	-0.27527498	0.38849479	-0.13577669	-0.11306623	0.13210834
DMS	27DMS_19	-0.26837205	0.39901416	-0.13602343	-0.10585481	0.13961676
DMS	27DMS_2	-0.26706486	0.4132834	-0.1277824	-0.11873564	0.1373332
DMS	27DMS_20	-0.26185867	0.40810007	-0.1372874	-0.10348702	0.13954364
DMS	27DMS_3	-0.25907121	0.41058764	-0.11337001	-0.12385032	0.12368766
DMS	27DMS_4	-0.26132896	0.40946348	-0.12711882	-0.12519934	0.13413593
DMS	27DMS_5	-0.28126901	0.12477925	-0.12408436	0.30354184	-0.10870198
DMS	27DMS_6	-0.26804094	0.41131838	-0.12893524	-0.11757154	0.13643724
DMS	27DMS_7	-0.26103921	0.40669263	-0.14345106	-0.09692196	0.13073546
DMS	27DMS_8	-0.26718719	0.40904538	-0.13636281	-0.10447301	0.13869528
DMS	27DMS_9	-0.26966927	0.4080869	-0.13140594	-0.10969924	0.13724193
ADG	2805ADG	0.29244935	0.01984453	-0.0738049	0.02981914	-0.07106967
ADG	280991ADG*	0.27627414	0.00586252	-0.09313078	0.01726816	0.00926866
ADG	280995ADG*	0.22324841	-0.0461137	-0.07020039	-0.04842607	-0.01646293
ADG	281038ADG*	0.33963038	0.01811057	-0.02525407	-0.00138904	0.01016896
ADG	281208ADG*	0.391868	-0.00629175	-0.02679259	-0.01949278	0.05411189
ADG	2824ADG	0.21529941	-0.05961033	-0.06572022	-0.01090271	0.00001495
MED	283081MED*	-0.06041618	-0.05984506	0.12759503	-0.01806731	0.00777478
CAN	283084CAN*	0.24092705	0.00446119	0.10703205	0.01173422	0.08972789
STO	28STO	-0.29721368	0.08889076	-0.13062183	0.32694742	-0.12082138
IOP	2922IOP	-0.16488679	0.06163316	-0.11112595	0.13152727	0.14337047
ADG	2929ADG	0.39875378	0.02556592	-0.05275608	-0.00229821	0.0161718
ADG	2956ADG	0.3221669	-0.02397034	0.04775185	-0.03589979	0.08778096
ADG	2958ADG	0.31576808	-0.01816393	0.04315779	0.03907893	0.04333268
ADG	2978ADG	0.34430482	0.04441143	-0.05782409	0.00767199	-0.0403152
ADG	2988ADG	0.37894349	0.02145065	-0.02417485	-0.01078956	0.03233062
ADG	2989ADG	0.35647174	-0.02064612	-0.00870052	0.04582759	0.06669331
ADG	3000ADG	0.27352238	0.02152974	0.00320511	-0.01549238	-0.01439588
ADG	3006ADG	0.29873446	-0.03544808	0.01092076	-0.04021328	0.03588152
ADG	3007ADG	0.36614353	-0.04435716	-0.02360586	0.0079113	0.02988127
ADG	3011ADG_1	0.32464328	0.00791904	-0.06780729	0.02671022	-0.05597269
ADG	3020ADG	0.29878413	-0.05302784	0.02496854	0.05438779	0.11179154
DMS	3027DMS	-0.24706122	0.32046779	-0.06900208	-0.10713179	0.08141911
HJT	3029HJT	-0.29127149	0.09021304	-0.10015986	0.27928844	-0.07005754
ADG	3033ADG	0.37153442	-0.00497977	-0.04153291	-0.0035868	0.00422399
ADG	303ADG	0.36306408	-0.02127438	-0.0507423	-0.01477501	0.0243623
ADG	3043ADG_1	0.34027598	-0.00362272	-0.00094865	-0.00841136	0.02052258
ADG	3043ADG_2	0.30512662	0.01380145	-0.08015612	0.01662215	-0.03675433
CHC	3057CHC	-0.16609147	-0.21133845	0.03011086	-0.15022009	-0.02169876
ACL	3058ACL	-0.20360122	0.31720192	0.11766157	-0.23075033	-0.14772685
ADG	3060ADG	0.4051172	0.01138262	-0.03988365	0.01406486	-0.01733447
ADG	3062aADG	0.23408342	0.0418936	-0.05501784	0.08281854	-0.03981985
ADG	3062ADG*	0.26791919	0.00062792	-0.05811852	0.02305445	-0.01078267
ADG	3063ADG_1	0.32999669	0.04655922	-0.10810005	0.02220268	-0.0564709
ADG	3063ADG_2	0.25121645	0.06880192	-0.06850002	-0.01198288	-0.04961088
ADG	3065aADG	0.30983422	0.03517231	-0.07984964	0.04540214	-0.07374712
ADG	3065ADG*	0.32355103	0.01448215	-0.02504984	-0.02985575	0.0197234
ADG	3066ADG	0.27876165	0.01216482	-0.00614141	-0.00833403	0.03623879
ADG	3068ADG	0.33806417	-0.0286589	-0.11843102	0.02444482	-0.00505866
ADG	3071ADG	0.34172045	-0.03138497	-0.01847472	-0.0318073	-0.01361632
ADG	3072aADG	0.31649838	0.01256468	-0.08020047	-0.01729788	-0.03874237
ADG	3072ADG	0.36197735	0.01551104	-0.06191694	-0.04514516	0.00780606
ADG	3072bADG_1	0.33171214	-0.02427271	-0.10318731	0.03001883	-0.02414199
ADG	3072bADG_2	0.34152297	-0.0493154	-0.03058461	0.00006513	-0.01225048
ADG	3073ADG	0.32828267	0.02469565	-0.13145166	0.00417909	-0.05081662
ADG	3076ADG	0.32792291	0.03950357	-0.03690355	0.01067714	-0.02972645
ADG	3077ADG	0.22682565	0.05229655	-0.06272282	-0.01801722	-0.06550547
ADG	3078ADG	0.37008305	0.03485799	-0.10461999	-0.00576751	-0.01673119
ADG	3078bADG	0.33933106	0.09051444	-0.0918626	0.01181911	-0.059098
ADG	3079ADG	0.30187865	0.03365145	-0.08169709	0.02807314	-0.03080761
ADG	3082ADG	0.34626509	0.06348926	-0.08652094	0.05009857	-0.01376346
ADG	3083aADG*	0.26733633	0.06223154	-0.08084223	0.06141591	-0.02002237
ADG	3083bADG*	0.32062078	0.05991323	-0.07006313	0.03601494	-0.04448001
ADG	3083cADG*	0.32862227	0.02247471	-0.09498691	0.04180264	-0.01001211
ADG	3090ADG*	0.34519596	-0.01935301	-0.06667778	0.02454607	0.0478016
ADG	3091ADG	0.36721711	-0.01524289	-0.08853603	0.01795019	0.01425425
ADG	3092ADG	0.35304857	0.04046819	-0.05951443	0.04066982	-0.00365386
ADG	3093ADG	0.34777887	0.05426178	-0.06514618	-0.03722081	0.00150808
ADG	3099ADG	0.32852352	0.0139568	-0.03857016	0.00118518	0.00535946
ADG	3108ADG	0.38151344	-0.00056239	-0.04600804	0.02149093	-0.0305773
CHM	310943CHM	-0.10655261	-0.03311567	0.26801785	0.07438008	0.11007406
MRN	310944MRN*	0.21144259	0.00034341	0.13684221	0.01869172	0.0805842
MRN	310946MRN*	0.18212543	-0.09351743	0.07670173	0.00703245	0.06599509
CJM	310988CJM	-0.08195507	-0.04832158	0.2484615	0.09725446	0.1049547
MED	310994MED*	-0.104399	-0.06347897	0.13817802	-0.02966321	0.03544408
ADG	3115fADG_1	0.28454398	0.01281375	-0.06026462	0.00471207	-0.01317938
ADG	3115fADG_2	0.26695902	0.04779038	-0.07181021	0.00566254	-0.0567149
ADG	3115iADG	0.37481757	0.0048143	-0.05516292	-0.02650685	0.01070889
ADG	3116ADG	0.38707515	0.01433545	-0.00431255	0.0129547	0.04296129
ADG	3117aADG	0.29908352	0.00248835	-0.08486951	-0.02680971	-0.06539901
ADG	3117bADG	0.35974419	0.03751228	-0.09693011	0.03955113	-0.0215392
ADG	3117cADG	0.39000333	-0.00457108	-0.04996214	0.01197907	-0.03597534
ADG	3117lADG	0.29453827	0.05931643	-0.11688384	0.04411637	-0.09684085
ADG	3118aADG	0.34267536	-0.01181497	-0.04978577	-0.00750077	-0.02060723
ADG	3118bADG_2	0.27564687	-0.00291792	-0.04300905	0.04370383	-0.05475719
ADG	3118fADG	0.38310394	-0.02077101	-0.02733017	-0.01640981	-0.00005101
ADG	3120bADG	0.29671679	-0.0116025	-0.00311079	-0.03340071	0.02748698
ADG	3120cADG	0.32893643	0.02146552	-0.05246604	0.06392517	0.02254298
ADG	3120dADG	0.31802776	0.03333127	-0.0711517	0.02259359	-0.06271622
ADG	3121dADG	0.37325402	-0.00111314	-0.0819579	0.02975348	-0.01975946
ADG	3121eADG*	0.34963813	-0.00589993	-0.07963858	0.04264421	-0.00935467
ADG	3121hADG*	0.34090506	0.09783766	-0.09096301	0.03557256	-0.05342484
ADG	3122ADG	0.21264115	-0.01485507	-0.09421378	-0.02503464	-0.02050507
ADG	3128aADG	0.31904855	0.06753754	-0.06239603	0.02818358	0.01495843
ADG	3133ADG*	0.26585981	0.01145556	-0.08757429	-0.04687727	0.00621225
ADG	3143ADG	0.34561432	0.02385191	-0.05138217	0.01551798	-0.01960509
ADG	3144ADG	0.35834112	0.03986249	-0.06824839	0.02062945	-0.03160343
ADG	3146ADG	0.34072203	0.00012443	-0.00462239	0.00447549	-0.00561175
ADG	3156ADG	0.29577957	-0.01233944	0.0135575	0.05029886	0.01662234
ADG	315ADG	0.33325183	0.00533933	-0.04742906	-0.00136017	-0.00440608
ADG	3162ADG	0.35134076	0.04093809	-0.03506075	-0.00212571	0.01803385
ADG	3166bADG*	0.27941302	-0.03618698	-0.07840706	-0.03337428	-0.00030578
ADG	3167dADG	0.35508747	0.03038676	-0.0895971	0.04921932	-0.00704425
ADG	3167fADG	0.3596573	-0.00740826	-0.05204258	0.01415862	-0.00855479
ADG	3168aADG	0.32095416	-0.02891752	-0.03654783	-0.01966567	0.03119613
ADG	3171ADG	0.33868414	0.0139658	-0.03128531	0.0048074	-0.01776534
ADG	3173ADG	0.30017005	-0.00742723	-0.06367562	-0.02460383	-0.03152738
ADG	3175bADG	0.32634782	-0.01294394	-0.05450638	0.06455282	-0.03420517
ADG	3177aADG	0.29839736	0.03942083	-0.17084752	0.03386138	-0.05424816
ADG	317ADG	0.34117088	0.02009179	-0.04858783	0.03182037	-0.00625667
ADG	3188ADG	0.20036528	-0.08468706	-0.0749974	-0.05744406	-0.01537978
ADG	3189bADG*	0.27504741	0.00059348	-0.03030122	0.00088995	0.03373655
ADG	318ADG	0.34402691	0.03376049	-0.02898378	-0.00220476	-0.01356837
ADG	3190ADG	0.24907201	-0.04865221	-0.09301778	-0.06616114	0.00234977
ADG	3191ADG*	0.19311699	-0.0456225	-0.08042708	0.0066725	0.01422632
ADG	3195ADG	0.18524452	-0.03087075	-0.0497417	-0.06061593	-0.05215701
ADG	3195bADG	0.38570575	-0.00342253	-0.04785697	0.0278101	0.00278389
ADG	3196ADG	0.16919152	-0.04439791	-0.12533508	-0.05793238	-0.01090511
ADG	3196bADG	0.22716727	-0.0415745	-0.11072865	-0.06035222	-0.00718267
ADG	3198ADG	0.18088724	-0.03022156	-0.12802176	-0.0801908	-0.09816455
MED	320260MED*	-0.09069261	-0.01096531	0.12315121	-0.02550044	-0.00126504
SPH	320265SPH	-0.15287215	-0.04550393	0.2980482	0.22082319	-0.08212573
CMM	320267CMM	-0.11721015	-0.06861316	0.18646427	-0.05098384	0.02387957
CHC	320294CHC*	-0.21393794	-0.21140105	0.07219752	-0.12032409	0.02377475
SPG	320299SPG*	-0.18278445	-0.16182004	0.00599257	-0.07252673	-0.06976788
FEN	3202FEN	-0.2877321	0.10990601	-0.13489352	0.28538668	-0.1303895
VRN	320332VRN*	-0.20037248	-0.24574452	0.0462211	-0.14344722	-0.03926047
VRN	320333VRN*	-0.20933925	-0.27361427	0.01939456	-0.14141095	-0.04355859
BRC	320341BRC*	-0.25920444	-0.22976003	-0.07999301	-0.13056097	-0.03326463
ADR	320345ADR	-0.1332641	-0.05588144	0.30063455	0.10257239	0.0739071
FEN	3204FEN	-0.26255812	0.06411509	-0.11854528	0.2964869	-0.21263936
FEN	3205FEN	-0.2948693	0.04449539	-0.11105887	0.32336713	-0.17503781
FEN	3206FEN	-0.30547838	0.06339594	-0.10450434	0.30355357	-0.15975272
VER	3207VER	-0.29390254	-0.06727145	-0.16571795	0.11322995	0.10447154
HJT	3210HJT	-0.18700504	0.23173571	0.01277216	-0.04510633	-0.04003949
PTA	3214PTA	-0.26103714	0.09016755	-0.1262185	0.36070274	-0.18057591
PNT	3234PNT	-0.15950995	-0.04917105	0.42724642	0.13827698	-0.03997399
BCP	3250BCP	-0.14847416	0.01485827	-0.08461016	0.06728394	0.18855984
SCT	3269SCT	-0.1321191	0.00592964	0.11333813	-0.10851012	-0.04275422
MCD	3274MCD	-0.13849979	-0.14296921	0.01982899	-0.08962032	-0.05962975
TBR	3282TBR*	0.27918713	0.01240618	-0.07875538	-0.05139322	-0.0428718
TBR	3294TBR	0.22931366	-0.02578333	0.00838714	-0.05760702	0.02194787
TBR	3369TBR	0.19474993	-0.08849427	0.070468	-0.00939119	0.04742743
TBR	3383TBR	0.23350297	-0.07153521	0.03781456	-0.02928986	0.06516781
CHN	338615CHN	-0.11055948	-0.07555607	0.25988949	0.04015284	0.12429764
ADG	342ADG	0.31110755	0.03416317	-0.05275667	-0.03372598	0.01774297
MRL	347763MRL	-0.10864272	0.0091864	0.37931374	0.15108413	0.0471365
PNT	347766PNT_1	-0.08614627	-0.0453234	0.45222028	0.11350441	-0.03053234
PNT	347766PNT_10	-0.09842254	-0.0274617	0.46706538	0.13293832	-0.02132479
PNT	347766PNT_11	-0.08516649	-0.04511309	0.47636435	0.14588355	-0.02136674
PNT	347766PNT_13	-0.08953644	-0.03410147	0.45595034	0.14486912	-0.0319173
PNT	347766PNT_14	-0.09316021	-0.05356298	0.45893662	0.13105361	-0.02135063
PNT	347766PNT_15	-0.07607347	-0.03347522	0.44278568	0.12746263	-0.03049309
PNT	347766PNT_16	-0.0835204	-0.03289845	0.46035783	0.1315374	-0.02497448
PNT	347766PNT_17	-0.07962224	-0.03908972	0.45349945	0.13433941	-0.03521356
PNT	347766PNT_18	-0.10288324	-0.04459495	0.45437755	0.12191199	-0.04090126
PNT	347766PNT_19	-0.08056299	-0.02867816	0.45591379	0.14481845	-0.02110084
PNT	347766PNT_20	-0.09144052	-0.06030014	0.44499625	0.10612151	-0.01332943
PNT	347766PNT_3	-0.09957731	-0.03178651	0.448677	0.14194208	-0.02930924
PNT	347766PNT_30	-0.08628014	-0.03174492	0.45027616	0.14223251	-0.02609292
PNT	347766PNT_31	-0.10831512	-0.0459948	0.45477799	0.13713349	-0.01417739
PNT	347766PNT_32	-0.08970974	-0.03873866	0.45720601	0.12170243	-0.03259401
PNT	347766PNT_4	-0.0857322	-0.03792346	0.45067595	0.12984326	-0.01706202
PNT	347766PNT_5	-0.08169099	-0.04731469	0.47345263	0.15119887	-0.02872192
PNT	347766PNT_6	-0.08708068	-0.04658328	0.47212239	0.14663446	-0.02585275
PNT	347766PNT_7	-0.08145305	-0.04248834	0.4450559	0.12429828	-0.03428325
PNT	347766PNT_9	-0.09222577	-0.03893805	0.44755478	0.14785143	-0.02312888
SPL	3488SPL	-0.26297759	-0.25660302	-0.03593703	-0.11325402	-0.00843466
ACL	3494ACL	-0.18615695	0.33434705	0.10963051	-0.2053347	-0.13093051
ACL	3497ACL	-0.11261375	0.25945414	0.10446578	-0.15501403	-0.08310314
PLD	3501PLD	-0.11858161	-0.00745166	0.32699242	0.10211066	0.04599125
ACL	3502ACL	-0.08332124	0.24586218	0.10649845	-0.1279385	-0.10167455
CHC	3504CHC	-0.19045073	-0.21658467	0.08293124	-0.10456955	-0.02040757
CHC	3507CHC	-0.13484903	-0.16048136	-0.01173022	-0.07578759	-0.11040014
KTZ	3508KTZ	-0.30524596	0.06921196	-0.0533917	0.32228136	-0.11992588
JAM	3509JAM	-0.14595171	-0.05824341	0.43248739	0.18147157	-0.10104429
BLV	3517BLV	-0.19969188	-0.17726861	-0.04875067	-0.07164617	-0.02823362
SPL	3519SPL	-0.15066924	-0.17902071	-0.07614466	-0.16395611	-0.07048289
ADG	3520ADG*	0.30636244	0.04139069	-0.09283835	0.03850363	-0.06682399
ADG	3521ADG	0.3247831	0.02448598	-0.04363538	0.01440357	0.00837919
ADG	3524ADG	0.29340818	-0.02359862	-0.0486817	-0.03837041	0.05400718
CHC	3527aCHC	-0.16169752	-0.119388	-0.00450891	-0.0843809	-0.06113899
CHC	3527CHC_1	-0.15523852	-0.11981895	0.04328945	-0.05250325	-0.08193228
CHC	3527CHC_2	-0.13323309	-0.1533156	0.04806582	-0.11108955	-0.00111102
CAN	3532CAN	0.2619737	-0.0379725	0.03014113	0.01219471	0.03337258
GND	3534GND	-0.28522311	0.25130973	-0.0790657	-0.13670975	0.08484242
CAN	3554CAN	-0.11728918	-0.02893036	0.284276	0.07127161	0.02397377
PNT	3559PNT	-0.15472496	-0.04132835	0.41946653	0.18246814	-0.04747871
SPL	3562SPL	-0.20476606	-0.24054177	-0.09364392	-0.14142317	-0.02234415
SPL	3563SPL	0.24889703	-0.01617148	-0.10951878	-0.03174575	0.00280058
SPL	3564SPL	-0.22480045	-0.24067008	-0.09028693	-0.09586463	0.03991186
SPL	3564SPL_1	-0.2375201	-0.28755197	-0.12687586	-0.11708421	-0.00504675
SPL	3564SPL_10	-0.2304839	-0.27731406	-0.12150217	-0.11603696	0.01276458
SPL	3564SPL_11	-0.25474836	-0.26239274	-0.0925084	-0.11832885	0.04117479
SPL	3564SPL_12	-0.22973815	-0.30289285	-0.08019641	-0.08823173	0.03031723
SPL	3564SPL_13	-0.2486397	-0.27595839	-0.11236331	-0.08981441	0.03273983
SPL	3564SPL_14	-0.26036609	-0.25737492	-0.13055849	-0.09966914	0.02343909
SPL	3564SPL_15	-0.23531445	-0.29479656	-0.09610443	-0.08017176	0.05408733
SPL	3564SPL_16	-0.23379457	-0.29167317	-0.07042834	-0.09627982	0.03636024
SPL	3564SPL_17	-0.24578226	-0.28585675	-0.09440399	-0.09521585	0.05922883
SPL	3564SPL_18	-0.25822188	-0.23929296	-0.08964652	-0.10898186	0.02238356
SPL	3564SPL_19	-0.24756454	-0.27223074	-0.09800942	-0.11626202	0.03697144
SPL	3564SPL_2	-0.23322662	-0.25229382	-0.12941938	-0.09646439	0.02087487
SPL	3564SPL_20	-0.22802734	-0.24793163	-0.09336509	-0.09728951	0.04995007
SPL	3564SPL_4	-0.25207635	-0.25856485	-0.11003745	-0.07843418	0.06275057
SPL	3564SPL_5	-0.24800337	-0.26790208	-0.11666937	-0.09502784	0.02658529
SPL	3564SPL_6	-0.23730826	-0.28950222	-0.09140711	-0.09340027	0.04945287
SPL	3564SPL_7	-0.25956474	-0.25126752	-0.10953847	-0.09572438	0.04390792
SPL	3564SPL_8	-0.24091606	-0.28724229	-0.11493273	-0.07302358	0.04087582
SPL	3564SPL_9	-0.23484802	-0.27963183	-0.07899807	-0.11203158	0.0447192
ADG	3572ADG	0.32964262	0.02781736	-0.05315935	-0.0192696	0.00681005
SPL	3575SPL_2	-0.23048103	-0.25566055	-0.11560893	-0.16898709	-0.01860675
BER	3607BER	-0.15932924	-0.16505897	0.01454487	-0.12224023	-0.02457289
SPL	3618SPL	-0.22795526	-0.19349084	-0.12171588	-0.14105268	0.01306136
SPL	3622SPL	-0.19527942	-0.22932811	-0.06530783	-0.15654182	-0.03751419
SPL	3625SPL	-0.23369939	-0.21422868	-0.09447211	-0.14091342	-0.02453916
SPL	3629SPL	-0.2046563	-0.2238224	-0.09887183	-0.09196357	-0.04458941
ACS	365314ACS*	-0.13168749	-0.08795834	0.27569983	0.0203307	0.12652224
ACS	365315ACS*	-0.12281517	-0.06742559	0.24450434	0.03515549	0.08134599
CHM	365327CHM	-0.11976041	-0.05124169	0.31405972	0.0535763	0.13596181
CTZ	365329CTZ	-0.11430021	-0.02621806	0.24615738	0.04860725	0.09564508
MLT	365336MLT*	-0.1369925	-0.09007631	0.26166101	0.05469561	0.11608032
MLT	365337MLT*	-0.1540804	-0.09213537	0.26389778	0.04547103	0.10116008
MTP	365338MTP*	-0.1510147	-0.12869935	0.28373202	0.06341987	0.09885189
PSC	365339PSC*	-0.12667557	-0.06829918	0.21800791	0.03811874	0.10069903
PCS	365340PCS*	-0.12966164	-0.02259764	0.28530614	0.08091355	0.13008134
CAN	365356CAN*	0.24050942	-0.0209245	0.07235799	-0.01602033	0.04248857
BUK	365362BUK*	0.32923868	-0.01016992	0.04857121	0.05099645	0.02833209
VER	365404VER*	-0.30947841	-0.11475877	-0.13958886	0.08292753	0.22307312
CAN	3664CAN	0.19410171	-0.04956425	0.06349156	0.00356848	0.03322606
CAN	3672CAN_1	0.29769889	-0.05446871	0.0265496	0.01236627	0.0554068
CAN	3672CAN_2	0.2632715	-0.04079392	0.0784033	0.04360602	0.0601913
RAP	3674RAP	-0.04568098	0.02305847	0.0552794	-0.05811258	-0.0237228
ADG	3694ADG	0.33537907	-0.01320444	-0.05284071	-0.03588538	-0.02543653
MGA	3704MGA	-0.1513508	0.01096526	0.14867711	-0.1574517	-0.04334697
TOR	3705TOR	-0.11930257	0.09770362	0.11774409	-0.1593856	-0.04404258
MGA	3706MGA	-0.12453809	0.00302835	0.17120154	-0.08618668	-0.08363696
ALB	3712ALB	-0.15932245	0.14146857	0.12356715	-0.14953708	-0.0245122
BRC	3713BRC	-0.18979904	-0.15963535	-0.04696484	-0.07932226	0.00192743
ADG	371ADG	0.25598925	0.06207809	-0.06093498	-0.01882288	-0.0709582
GIG	3724MCDGIG	-0.14861911	-0.16738883	0.08865746	-0.08260416	-0.01028923
CHC	3727CHC	-0.18861628	-0.20299049	0.12362023	-0.08923332	-0.01822381
CHC	3731CHC	-0.19101645	-0.193031	0.07521149	-0.09129955	0.02259611
CHC	3733CHC	-0.1911751	-0.2043856	0.06890645	-0.10059724	0.00594254
AEM	3734ACLAEM	-0.22792285	0.22613768	0.16411612	-0.19598805	-0.02279551
AEM	3735ACLAEM_1	-0.05534611	0.26672661	0.0942641	-0.13438093	-0.10647762
AEM	3735ACLAEM_2	-0.16930281	0.29599777	0.11212086	-0.19130976	-0.09461342
AEM	3736ACLAEM	-0.18306636	0.26611308	0.10263017	-0.19360325	-0.11723649
AEM	3737ACLAEM	-0.21176999	0.2729069	0.13134569	-0.20087218	-0.10407941
GIG	3739MCDGIG	-0.13568753	-0.22142315	0.06942864	-0.08874523	0.00657897
GIG	3740MCDGIG	-0.16811571	-0.14412447	0.00548378	-0.05162944	-0.08188798
ACL	3741ACL	-0.16483675	0.35597332	0.08367448	-0.20563865	-0.12860743
VRN	3743VRN	-0.20864898	-0.17610907	0.01719235	-0.14204251	-0.0794062
SPG	3745SPG	-0.17897027	-0.14005379	0.03592899	-0.09595608	-0.1016724
TAR	3746TAR	-0.20482332	-0.18649246	-0.02193434	-0.08149309	-0.081939
CHC	3748CHC	-0.10611514	-0.19689077	0.04814473	-0.13980407	-0.0260192
ADG	374ADG_1	0.34738954	-0.00284446	-0.04870563	0.02003657	-0.0368212
ADG	374ADG_2	0.36244956	-0.04352514	-0.01280984	0.00006273	0.01827067
GIG	3750MCDGIG	-0.09909383	-0.18684809	0.07660568	-0.09733311	-0.03091527
GIG	3752MCDGIG	-0.11336967	-0.19147565	0.07313247	-0.11257709	0.03800106
GIG	3754MCDGIG	-0.1398089	-0.21224135	0.08659303	-0.12074366	-0.00672315
GIG	3757MCDGIG	-0.15540254	-0.15562824	0.06934115	-0.09673672	-0.00990233
ACL	3758ACL	-0.1906784	0.3389813	0.11169622	-0.21965183	-0.13626185
MGA	3759MGA	-0.14930094	0.01221849	0.13590583	-0.13016589	-0.04834491
ACL	3760ACL	-0.15072396	0.34232499	0.09076524	-0.20698402	-0.14203071
OKA	3761OKA	-0.11359734	-0.0838041	0.02714522	-0.07965086	-0.06824568
OKA	3762OKA	-0.12921458	-0.08349785	0.04126881	-0.12047347	-0.04006145
GIG	3766MCDGIG	-0.15125583	-0.21894386	0.08399057	-0.08636999	-0.0218147
ACL	3768ACL	-0.1334239	0.25398264	0.1857737	-0.17397159	-0.04865872
ACL	3769ACL	-0.17208949	0.27060876	0.13040815	-0.19357265	-0.07051906
TOR	3770TOR	-0.0975947	-0.00677928	0.0516626	-0.11473485	-0.03462744
GIG	3771MCDGIG_2	-0.11219092	-0.12322341	0.05937176	-0.06456378	-0.01349742
GIG	3772MCDGIG	-0.16677864	-0.16059188	0.01882387	-0.07567131	-0.09756905
GIG	3773MCDGIG_2	-0.15127104	-0.10400154	0.04586611	-0.07363372	-0.02412166
ACL	3775ACL	-0.15172728	0.23740503	0.13955213	-0.17630145	-0.02832877
OPL	3777OPL	-0.26539607	-0.22830725	-0.08557744	-0.12992074	-0.0551871
GIG	3778MCDGIG	-0.17862872	-0.20330284	0.11163028	-0.09826336	-0.01232284
SxV	3779SCTxVNT	-0.15919654	0.30747063	0.10326277	-0.22150475	-0.09570709
KTZ	3782KTZ	-0.08926298	-0.04989723	0.09111574	-0.06050058	-0.07163041
KTZ	3783KTZ	0.0604743	-0.05628138	0.04472191	-0.07380393	-0.00502034
TOR	3785TOR	-0.12842171	0.06641833	0.07746328	-0.17964162	-0.03605574
SPG	3791SPG	-0.13907827	-0.17409455	0.13501253	-0.07304589	-0.06191777
BST	3822BST	-0.13235888	0.02205906	0.24561956	0.23616428	-0.09159699
JAM	3843JAM	-0.11719336	-0.01628317	0.29405581	0.05790202	0.00283098
MCH	3847MCH	-0.16619311	-0.03104681	0.34637087	0.18918542	-0.09097205
ADG	384ADG	0.33947664	0.04332156	-0.05600368	0.01275556	-0.01068677
DMS	3850DMS	-0.28658144	0.20807296	-0.02697876	-0.13088872	0.10399195
DMS	3850DMS_1	-0.25011747	0.31957188	-0.10992668	-0.1711787	0.11472218
DMS	3850DMS_10	-0.24911115	0.32648292	-0.10617768	-0.17597846	0.11637894
DMS	3850DMS_11	-0.24509586	0.3266579	-0.1083278	-0.17623893	0.11548229
DMS	3850DMS_12	-0.24975828	0.32779392	-0.10648285	-0.17749968	0.11776053
DMS	3850DMS_13	-0.24934152	0.33191578	-0.10402912	-0.18206584	0.11785145
DMS	3850DMS_14	-0.24749091	0.32402554	-0.10693335	-0.17049773	0.12073264
DMS	3850DMS_15	-0.24911115	0.32648292	-0.10617768	-0.17597846	0.11637894
DMS	3850DMS_16	-0.24499501	0.32573015	-0.10883832	-0.175796	0.11566213
DMS	3850DMS_17	-0.24876362	0.32717345	-0.10574239	-0.17556242	0.11706337
DMS	3850DMS_18	-0.24715657	0.32454291	-0.10884187	-0.17130344	0.11896844
DMS	3850DMS_19	-0.25150981	0.32478896	-0.1042215	-0.17115587	0.12202466
DMS	3850DMS_2	-0.24911115	0.32648292	-0.10617768	-0.17597846	0.11637894
